2	0
0.010	1.6
0.020	1.7
0.023	1.73
0.026	1.76
0.029	1.78
0.030	1.8
0.035	1.82
0.042	1.85
0.045	1.89
0.048	1.92
0.054	1.95
0.057	1.98
0.061	2.01
0.067	2.03
0.070	2.05
0.076	2.08
0.079	2.1
0.089	2.14
0.098	2.17
0.108	2.2
0.121	2.22
0.130	2.24
0.152	2.24
0.177	2.2
0.196	2.15
0.219	2.07
0.231	1.99
0.250	1.88
0.266	1.77
0.281	1.64
0.317	1.37
0.355	1.07
0.399	0.7
0.446	0.38
0.488	0.14
0.535 	0



